cpbgf_7004020	109
cpbgf_8001340	77
cpbgf_300720	70
cpbgf_5002500	65
cpbgf_4001290	57
cpbgf_2003920	56
cpbgf_5001220	52
cpbgf_100590	47
cpbgf_6004110	44
cpbgf_5002420	41
cpbgf_8004840	37
cpbgf_300190	35
cpbgf_5003603	31
cpbgf_5002180	23
cpbgf_400510	22
cpbgf_60060	19
cpbgf_2003550	18
cpbgf_6003940	17
cpbgf_2003490	16
cpbgf_300700	15
cpbgf_7001010	13
cpbgf_3002620	12
cpbgf_3001540	11
cpbgf_7004500	11
cpbgf_1003400	10
cpbgf_2003140	10
cpbgf_5001210	10
cpbgf_8001160	10
cpbgf_8005380	10
cpbgf_6001730	9
cpbgf_6003730	9
cpbgf_6003930	9
cpbgf_600830	9
cpbgf_8001220	9
cpbgf_400200	8
cpbgf_400260	8
cpbgf_5002640	8
cpbgf_700420	8
cpbgf_8001250	8
cpbgf_8004110	8
cpbgf_100800	7
cpbgf_200220	7
cpbgf_3004150	7
cpbgf_5001940	7
cpbgf_6004290	7
cpbgf_8004940	7
cpbgf_3001350	6
cpbgf_300440	6
cpbgf_6003460	6
cpbgf_6004170	6
cpbgf_600500	6
cpbgf_700760	6
cpbgf_100180	5
cpbgf_100750	5
cpbgf_2003780	5
cpbgf_2004380	5
cpbgf_3002180	5
cpbgf_300430	5
cpbgf_400480	5
cpbgf_60050	5
cpbgf_7001550	5
cpbgf_8001570	5
cpbgf_8004620	5
cpbgf_800970	5
cpbgf_1002720	4
cpbgf_1003220	4
cpbgf_1003240	4
cpbgf_200270	4
cpbgf_2003540	4
cpbgf_2003590	4
cpbgf_3001600	4
cpbgf_3001980	4
cpbgf_3003910	4
cpbgf_300820	4
cpbgf_4001110	4
cpbgf_4002900	4
cpbgf_4004120	4
cpbgf_5004390	4
cpbgf_6003900	4
cpbgf_6004030	4
cpbgf_6004150	4
cpbgf_6005410	4
cpbgf_700110	4
cpbgf_7001210	4
cpbgf_7004560	4
cpbgf_7004620	4
cpbgf_7005500	4
cpbgf_8001740	4
cpbgf_8004200	4
cpbgf_8004480	4
cpbgf_800550	4
cpbgf_800660	4
cpbgf_1001120	3
cpbgf_1002830	3
cpbgf_1003210	3
cpbgf_1003230	3
cpbgf_1003260	3
cpbgf_1003560	3
cpbgf_100470	3
cpbgf_100890	3
cpbgf_2003110	3
cpbgf_200470	3
cpbgf_3001180	3
cpbgf_3001230	3
cpbgf_300540	3
cpbgf_300610	3
cpbgf_300680	3
cpbgf_4003180	3
cpbgf_4003530	3
cpbgf_4004060	3
cpbgf_400460	3
cpbgf_400490	3
cpbgf_400530	3
cpbgf_5001140	3
cpbgf_500180	3
cpbgf_5002070	3
cpbgf_5002963	3
cpbgf_5003300	3
cpbgf_50040	3
cpbgf_500730	3
cpbgf_500810	3
cpbgf_6001380	3
cpbgf_600140	3
cpbgf_6002090	3
cpbgf_6002140	3
cpbgf_6002580	3
cpbgf_6002950	3
cpbgf_6003050	3
cpbgf_6003290	3
cpbgf_6003400	3
cpbgf_6003650	3
cpbgf_6004460	3
cpbgf_6005060	3
cpbgf_6005440	3
cpbgf_600760	3
cpbgf_7001270	3
cpbgf_7001730	3
cpbgf_7002100	3
cpbgf_7003350	3
cpbgf_7004660	3
cpbgf_7004990	3
cpbgf_7005130	3
cpbgf_8001270	3
cpbgf_8001360	3
cpbgf_8002930	3
cpbgf_8003680	3
cpbgf_8004470	3
cpbgf_1002730	2
cpbgf_1002740	2
cpbgf_1002800	2
cpbgf_1003170	2
cpbgf_1003520	2
cpbgf_1003590	2
cpbgf_1003910	2
cpbgf_100790	2
cpbgf_2001060	2
cpbgf_2001440	2
cpbgf_2001460	2
cpbgf_2001780	2
cpbgf_20020	2
cpbgf_2002100	2
cpbgf_2002140	2
cpbgf_2002250	2
cpbgf_200230	2
cpbgf_2002350	2
cpbgf_2002500	2
cpbgf_2002590	2
cpbgf_2002610	2
cpbgf_2003130	2
cpbgf_2003340	2
cpbgf_2003650	2
cpbgf_2003900	2
cpbgf_2004270	2
cpbgf_200580	2
cpbgf_200800	2
cpbgf_3001330	2
cpbgf_3001386	2
cpbgf_3001560	2
cpbgf_3001700	2
cpbgf_3001840	2
cpbgf_3002120	2
cpbgf_3002360	2
cpbgf_3003840	2
